,Dataset,ExpType,QuaMethod,Classifier,QFY,MA,KFMA,best_method
0,global_covid19_tweets,TOMS,ACC,amansolanki/autonlp-Tweet-Sentiment-Extraction-20114061,0.17243424106474387,,,QFY
