window_index,split,n_samples,score_-1,score_0,score_1
32,test,4495,0.3576039969921112,0.48002946376800537,0.1623665690422058
33,test,4495,0.35035204887390137,0.4880532920360565,0.1615947037935257
34,test,4495,0.3420334756374359,0.49543285369873047,0.1625337153673172
35,test,4495,0.3415670692920685,0.49431583285331726,0.16411708295345306
36,test,4495,0.3417022228240967,0.4935591518878937,0.16473862528800964
37,test,4495,0.3391207456588745,0.4974970519542694,0.1633821576833725
38,test,4495,0.34128841757774353,0.4974125921726227,0.1612989604473114
39,test,4495,0.3382229804992676,0.5069276690483093,0.1548493504524231
40,test,4495,0.3324017822742462,0.5141123533248901,0.15348586440086365
41,test,4495,0.32702282071113586,0.5177546143531799,0.1552225798368454
42,test,4495,0.3214837610721588,0.523522138595581,0.15499410033226013
43,test,4495,0.3222346007823944,0.5214145183563232,0.15635091066360474
44,test,4495,0.3198890686035156,0.5238660573959351,0.15624487400054932
45,test,4495,0.31522291898727417,0.5296444296836853,0.1551327109336853
46,test,4495,0.3125397562980652,0.533799409866333,0.1536608636379242
47,test,4495,0.31244370341300964,0.5330408215522766,0.15451543033123016
48,test,4495,0.3085746169090271,0.5340844392776489,0.1573408991098404
49,test,4495,0.30864617228507996,0.5322105884552002,0.15914325416088104
50,test,4495,0.30876487493515015,0.531593918800354,0.15964128077030182
51,test,4495,0.31115952134132385,0.5328165292739868,0.15602394938468933
52,test,4495,0.31603744626045227,0.5287869572639465,0.15517550706863403
53,test,4495,0.3163468539714813,0.5281615257263184,0.15549159049987793
54,test,4495,0.3266533315181732,0.5198272466659546,0.1535194218158722
55,test,4495,0.32800963521003723,0.5157115459442139,0.1562788188457489
56,test,4495,0.3267110288143158,0.5176756978034973,0.1556132584810257
57,test,4495,0.33046048879623413,0.5167014598846436,0.15283803641796112
58,test,4495,0.3327869176864624,0.516685426235199,0.15052762627601624
59,test,4495,0.33602699637413025,0.5141741633415222,0.14979879558086395
60,test,4495,0.33785101771354675,0.5125667452812195,0.14958225190639496
61,test,4495,0.34122079610824585,0.5086792707443237,0.15009990334510803
62,test,4495,0.34389781951904297,0.5037157535552979,0.1523863524198532
63,test,4495,0.34295588731765747,0.5007302761077881,0.15631386637687683
64,test,4495,0.3358066976070404,0.5066284537315369,0.15756475925445557
65,test,4495,0.3355892300605774,0.5093673467636108,0.15504345297813416
66,test,4495,0.3393036425113678,0.5064992904663086,0.15419705212116241
67,test,4495,0.3358415961265564,0.5075911283493042,0.1565673053264618
68,test,4495,0.3338489830493927,0.5083197951316833,0.15783120691776276
69,test,4495,0.3325410783290863,0.5115054845809937,0.15595340728759766
70,test,4495,0.3323972821235657,0.5123723745346069,0.15523040294647217
71,test,4495,0.32897457480430603,0.5156003832817078,0.15542499721050262
72,test,4495,0.3278428316116333,0.5188109278678894,0.1533462554216385
73,test,4495,0.32574358582496643,0.5231027603149414,0.15115365386009216
74,test,4495,0.3212488293647766,0.5252317190170288,0.15351949632167816
75,test,4495,0.31880784034729004,0.5245099663734436,0.15668217837810516
76,test,4495,0.3176160454750061,0.521061360836029,0.16132260859012604
77,test,4495,0.3140595853328705,0.521915078163147,0.16402529180049896
78,test,4495,0.30871719121932983,0.5252279043197632,0.1660548597574234
79,test,4495,0.3037915825843811,0.5266764760017395,0.1695318967103958
80,test,4495,0.2981066107749939,0.5263426303863525,0.17555071413516998
81,test,4495,0.2911583483219147,0.5308812260627747,0.17796044051647186
82,test,4495,0.28384697437286377,0.535187304019928,0.18096569180488586
83,test,4495,0.28054434061050415,0.5367956757545471,0.18266001343727112
84,test,4495,0.2808084785938263,0.5359898805618286,0.18320158123970032
85,test,4495,0.2821298837661743,0.5372843742370605,0.18058569729328156
86,test,4495,0.2819550037384033,0.5406773686408997,0.1773676574230194
87,test,4495,0.2832496762275696,0.5400413870811462,0.17670893669128418
88,test,4495,0.2851085960865021,0.5385441780090332,0.17634722590446472
89,test,4495,0.29130178689956665,0.5340379476547241,0.1746603548526764
90,test,4495,0.29512980580329895,0.5354986190795898,0.16937147080898285
