,0,1,2
0,0.0,0.310252691045118,0.6897473089548821
1,0.22207297962838593,0.07835236176404747,0.6995746586075666
2,0.030843417341461198,0.05932126285142389,0.909835319807115
3,0.19621139529741283,0.07053880740030957,0.7332497973022776
4,0.35633927442801167,0.045822272784730125,0.5978384527872583
5,0.3689771766694844,0.0338123415046492,0.5972104818258664
6,0.40865568747606285,0.06644963615472999,0.5248946763692072
7,0.23702216272497395,0.019262234121671874,0.7437156031533542
8,0.42428943775598854,0.12430184932356955,0.4514087129204418
9,0.19369732502748258,0.15375595456211064,0.6525467204104067
10,0.527648796960743,0.015618404390037992,0.4567327986492191
11,0.41270562573843494,0.02226665454875943,0.5650277197128056
