window_index,split,n_samples,t_window,M_r0_c0,M_r0_c1,M_r0_c2,M_r1_c0,M_r1_c1,M_r1_c2,M_r2_c0,M_r2_c1,M_r2_c2,score_mean_-1,score_mean_0,score_mean_1
41,test,144,1457308800.0,0.2399187380330676,0.7207755167444299,0.03930574522250259,0.06147919428091721,0.7781267590619362,0.1603940466571466,0.040277627349005064,0.6984117401370279,0.261310632513967,0.11389185322099665,0.7324380053144647,0.15367014146453878
42,test,144,1457395200.0,0.23569886964434675,0.7273533637020017,0.03694776665365161,0.058357671098600426,0.7857891760813731,0.15585315282002646,0.03790749918210167,0.704682457763571,0.25741004305432735,0.11065467997501628,0.7392749991823152,0.15007032084266847
43,test,144,1457481600.0,0.23148939975990487,0.7337889284769546,0.0347216717631406,0.05537456567937402,0.7932394963557969,0.151385937964829,0.035667781223850815,0.7108289297549018,0.25350328902124736,0.10751058222104325,0.7459524515292179,0.14653696624973897
44,test,144,1457568000.0,0.2272945935889103,0.7400843928977592,0.032621013513330605,0.05252550404161317,0.8004793497369289,0.14699514622145798,0.033552166048056185,0.7168532151016497,0.2495946188502941,0.10445742122619321,0.752472319245446,0.14307025952836092
45,test,144,1457654400.0,0.22311843421740807,0.7462419987549077,0.03063956702768418,0.04980609390673511,0.8075107156028863,0.14268319049037867,0.0315545650459972,0.7227574010654116,0.2456880338885912,0.10149303105671346,0.7588367051410686,0.13967026380221803
46,test,144,1457740800.0,0.21896463196107632,0.752264036074514,0.028771331964409685,0.047211941434245945,0.8143358935308387,0.13845216503491548,0.029669110089843388,0.7285435940934244,0.2417872958167323,0.09861522782838855,0.7650478412329257,0.13633693093868582
47,test,144,1457827200.0,0.2148366340818932,0.7581528324376673,0.027010533480439428,0.04473866663427592,0.8209574745416912,0.13430385882403284,0.02789015390772987,0.7342139116662374,0.23789593442603268,0.09582181820796634,0.7711080728818653,0.13307010891016835
48,test,144,1457913600.0,0.21073763476370377,0.7639107432913654,0.02535162194493078,0.042381917465396976,0.8273783130748414,0.1302397694597615,0.0262122693201489,0.7397704750205777,0.23401725565927348,0.09311060718308323,0.7770198437955949,0.12986954902132195
49,test,144,1458000000.0,0.20667058525329945,0.7695401431949823,0.023789271551718325,0.04013738263736027,0.8336014998278837,0.12626111753475605,0.024630247477491287,0.7452154026893811,0.2301543498331276,0.09047940512271699,0.7827856819040823,0.12673491297320064
50,test,144,1458086400.0,0.20263820408457006,0.7750434179453021,0.022318377970127923,0.038000803148631496,0.839630335573983,0.12236886127738542,0.023139095228651305,0.7505508048014433,0.22631009996990537,0.08792603415395095,0.7884081861069094,0.12366577973913957
51,test,144,1458172800.0,0.19864298731351418,0.780422957523018,0.020934055163467843,0.0359679825972834,0.8454683060487242,0.11856371135399243,0.02173403174073603,0.7557787780841919,0.22248719017507212,0.08544833388384454,0.7938900138853114,0.12066165223084413
52,test,144,1458259200.0,0.19468721870137876,0.7856811498041286,0.01963163149449246,0.03403479631100492,0.8511190579786879,0.11484614571030712,0.020410484480224558,0.7609014015146028,0.21868811400517268,0.08304416649753608,0.7992338697658065,0.11772196373665743
53,test,144,1458345600.0,0.19077297979193913,0.7908203749807527,0.018406645227308144,0.03219719934779235,0.8565863763059515,0.111216424346256,0.019164084656498753,0.7659207325651729,0.21491518277832836,0.08071142126541009,0.8044424946172924,0.11484608411729752
54,test,144,1458432000.0,0.1869021598369252,0.795843000637415,0.017254839525659746,0.030451233423399487,0.8618741626461873,0.10767460393041305,0.017990662219594816,0.7708388039940357,0.21117053378636957,0.07844801849330651,0.8095186557592127,0.11203332574748079
55,test,144,1458518400.0,0.1830764655308827,0.8007513774307436,0.01617215703837373,0.02879303282495108,0.8669864150030937,0.10422055217195528,0.016886240495361114,0.7756576211306903,0.20745613837394858,0.07625191295039829,0.8144651378548425,0.10928294919475919
56,test,144,1458604800.0,0.17929743052333427,0.8055478353226695,0.015154734153996234,0.027218829372378454,0.8719272087485185,0.1008539618791032,0.015847030532993148,0.7803791596113531,0.2037738098556537,0.07412109680956863,0.8192847345608469,0.10659416862958437
57,test,144,1458691200.0,0.17556642468202815,0.8102346803195786,0.01419889499839328,0.02572495649063234,0.8767006788658084,0.0975743646435593,0.014869425232180407,0.7850053635205563,0.2001252112472634,0.07205360213494696,0.8239802409019811,0.10396615696307199
58,test,144,1458777600.0,0.17188466308634845,0.814814191672353,0.013301145241298542,0.024307852456079696,0.881311003443578,0.09438114410034232,0.013949993309854384,0.7895381438982927,0.196511862791853,0.07004750295076086,0.8285544463380746,0.10139805071116464
59,test,144,1458864000.0,0.16825321473466687,0.8192886194948131,0.012458165770520084,0.022964062880207713,0.8857623883981801,0.09127354872161221,0.013085473159782332,0.7939793775746781,0.19293514926553967,0.06810091692488562,0.8330101284892236,0.09888895458589063
60,test,144,1458950400.0,0.1646730109535691,0.8236601827606811,0.011666806285749853,0.021690242492844798,0.8900590533955969,0.08825070411155832,0.012272766651999336,0.7983309062967452,0.18939632705125536,0.06621200669947108,0.8373500474843412,0.09643794581618786
61,test,144,1459036800.0,0.16114485350053764,0.8279310676418006,0.010924078857661735,0.020483156285665275,0.8942052189371583,0.0853116247771763,0.011508932913309126,0.8025945361145822,0.18589653097210873,0.06437898089983735,0.8415769408978471,0.09404407820231558
62,test,144,1459123200.0,0.1576694223548573,0.8321034261529245,0.010227151492218095,0.01933968007486253,0.8982050945683493,0.08245522535678822,0.01079118212479179,0.8067720369965392,0.18243678087866896,0.06260009485150389,0.845693519239271,0.0917063859092251
63,test,144,1459209600.0,0.15424728319426825,0.8361793750709093,0.00957334173482247,0.018256800539641977,0.9020628681658802,0.0796803312944778,0.010116869367421363,0.8108651426456642,0.1790179879869144,0.060873651033777204,0.8497024619608179,0.08942388700540489
64,test,144,1459296000.0,0.15087889455726206,0.8401609950986041,0.008960110344133895,0.0172316147906752,0.9057826962550845,0.0769856889542404,0.009483488542493448,0.8148755504918436,0.175640960965663,0.05919799929681024,0.8536064139485107,0.0871955867546791
65,test,144,1459382400.0,0.14756461469294493,0.8440503302460779,0.00838505506097715,0.016261329519942167,0.9093686953074398,0.07436997517261797,0.008888666389572843,0.8188049218363418,0.17230641177408537,0.05757153686748665,0.8574079824632865,0.08502048066922685
66,test,144,1459468800.0,0.14430470810209614,0.8478493874040858,0.007845904493817972,0.015343259780528692,0.9128249339665431,0.07183180625292837,0.008330156621066849,0.8226548821275292,0.16901496125140386,0.055992708167897226,0.861109734499386,0.08289755733271674
67,test,144,1459555200.0,0.14109935177448304,0.8515601360868178,0.0073405121386990735,0.014474827441997927,0.9161554261500479,0.06936974640795424,0.007805834189289407,0.8264270213485582,0.16576714446215257,0.054460004468590124,0.8647141945284745,0.0808258010029353
68,test,144,1459641600.0,0.13794864112867336,0.8551845083230011,0.006866850548325534,0.013653559363963643,0.919364124974876,0.06698231566116049,0.007313689698977444,0.8301228944996007,0.16256341580142186,0.052971963397204815,0.8682238425991593,0.07880419400363596
69,test,144,1459728000.0,0.1348525956615398,0.8587243986763382,0.006423005662121838,0.01287708532749952,0.9224549174532924,0.06466799721920796,0.006851823975630576,0.8337440221589948,0.15940415386537465,0.05152716832155663,0.8716411127628753,0.07683171891556816
70,test,144,1459814400.0,0.13181116431541898,0.8621816643780494,0.006007171306531716,0.012143135761057425,0.9254316199081783,0.06242524433076424,0.0064184427977436965,0.8372918911092458,0.15628966609301048,0.05012424762474004,0.8749683917984913,0.07490736057676882
