iso_week,week_start_utc_monday,n_reviews,n_days_with_reviews,min_daily_n,max_daily_n,median_daily_n,mean_daily_n
2024-W01,2024-01-01,12,5,1,4,2.0,2.4
2024-W02,2024-01-08,12,7,1,3,2.0,1.7142857142857142
2024-W03,2024-01-15,9,5,1,3,2.0,1.8
2024-W04,2024-01-22,4,3,1,2,1.0,1.3333333333333333
2024-W05,2024-01-29,1,1,1,1,1.0,1.0
2024-W06,2024-02-05,9,5,1,3,2.0,1.8
2024-W07,2024-02-12,9,5,1,4,1.0,1.8
2024-W08,2024-02-19,11,6,1,3,2.0,1.8333333333333333
2024-W09,2024-02-26,5,3,1,3,1.0,1.6666666666666667
2024-W10,2024-03-04,16,7,1,4,2.0,2.2857142857142856
2024-W11,2024-03-11,2,2,1,1,1.0,1.0
2024-W12,2024-03-18,10,4,1,3,3.0,2.5
2024-W13,2024-03-25,8,6,1,2,1.0,1.3333333333333333
2024-W14,2024-04-01,8,5,1,3,1.0,1.6
2024-W15,2024-04-08,15,7,1,4,2.0,2.142857142857143
2024-W16,2024-04-15,20,6,1,9,2.5,3.3333333333333335
2024-W17,2024-04-22,20,7,1,6,3.0,2.857142857142857
2024-W18,2024-04-29,16,4,2,8,3.0,4.0
2024-W19,2024-05-06,21,7,2,5,2.0,3.0
2024-W20,2024-05-13,15,5,1,7,2.0,3.0
2024-W21,2024-05-20,15,6,1,5,2.5,2.5
2024-W22,2024-05-27,11,5,1,4,2.0,2.2
2024-W23,2024-06-03,21,7,1,5,3.0,3.0
2024-W24,2024-06-10,8,5,1,3,1.0,1.6
2024-W25,2024-06-17,13,5,1,4,3.0,2.6
2024-W26,2024-06-24,19,6,1,7,2.5,3.1666666666666665
2024-W27,2024-07-01,22,7,2,5,3.0,3.142857142857143
2024-W28,2024-07-08,22,7,1,5,3.0,3.142857142857143
2024-W29,2024-07-15,23,7,2,5,3.0,3.2857142857142856
2024-W30,2024-07-22,16,7,1,3,2.0,2.2857142857142856
2024-W31,2024-07-29,10,5,1,3,2.0,2.0
2024-W32,2024-08-05,13,7,1,3,1.0,1.8571428571428572
2024-W33,2024-08-12,13,6,1,4,2.0,2.1666666666666665
2024-W34,2024-08-19,9,3,2,4,3.0,3.0
2024-W35,2024-08-26,13,6,1,4,1.5,2.1666666666666665
2024-W36,2024-09-02,13,6,1,4,2.0,2.1666666666666665
