iso_week,week_start_utc_monday,n_reviews,n_days_with_reviews,min_daily_n,max_daily_n,median_daily_n,mean_daily_n
2024-W37,2024-09-09,14,6,1,4,2.5,2.3333333333333335
2024-W38,2024-09-16,10,6,1,4,1.0,1.6666666666666667
2024-W39,2024-09-23,13,7,1,6,1.0,1.8571428571428572
2024-W40,2024-09-30,15,5,1,6,3.0,3.0
2024-W41,2024-10-07,13,7,1,3,2.0,1.8571428571428572
2024-W42,2024-10-14,16,6,1,5,2.5,2.6666666666666665
2024-W43,2024-10-21,21,7,1,5,3.0,3.0
2024-W44,2024-10-28,10,7,1,2,1.0,1.4285714285714286
2024-W45,2024-11-04,8,5,1,2,2.0,1.6
2024-W46,2024-11-11,5,5,1,1,1.0,1.0
2024-W47,2024-11-18,15,6,1,4,2.5,2.5
2024-W48,2024-11-25,10,6,1,2,2.0,1.6666666666666667
2024-W49,2024-12-02,7,5,1,2,1.0,1.4
2024-W50,2024-12-09,14,6,1,4,2.0,2.3333333333333335
2024-W51,2024-12-16,20,7,1,7,2.0,2.857142857142857
2024-W52,2024-12-23,12,7,1,5,1.0,1.7142857142857142
2025-W01,2024-12-30,29,6,1,8,5.0,4.833333333333333
2025-W02,2025-01-06,21,7,1,5,3.0,3.0
2025-W03,2025-01-13,24,7,1,6,4.0,3.4285714285714284
2025-W04,2025-01-20,27,6,2,8,4.0,4.5
2025-W05,2025-01-27,38,7,1,11,4.0,5.428571428571429
2025-W06,2025-02-03,33,7,3,6,5.0,4.714285714285714
2025-W07,2025-02-10,31,7,3,9,3.0,4.428571428571429
2025-W08,2025-02-17,29,7,2,6,4.0,4.142857142857143
2025-W09,2025-02-24,24,7,2,5,4.0,3.4285714285714284
2025-W10,2025-03-03,28,7,2,6,4.0,4.0
2025-W11,2025-03-10,31,7,2,7,4.0,4.428571428571429
2025-W12,2025-03-17,19,7,2,4,3.0,2.7142857142857144
2025-W13,2025-03-24,25,6,2,7,4.0,4.166666666666667
2025-W14,2025-03-31,14,6,2,3,2.0,2.3333333333333335
2025-W15,2025-04-07,21,7,1,6,3.0,3.0
2025-W16,2025-04-14,19,7,1,4,3.0,2.7142857142857144
2025-W17,2025-04-21,24,7,2,5,3.0,3.4285714285714284
2025-W18,2025-04-28,13,6,1,4,2.0,2.1666666666666665
2025-W19,2025-05-05,28,7,2,7,3.0,4.0
2025-W20,2025-05-12,22,6,2,5,4.0,3.6666666666666665
2025-W21,2025-05-19,24,6,1,7,5.0,4.0
2025-W22,2025-05-26,15,7,1,4,2.0,2.142857142857143
2025-W23,2025-06-02,21,7,1,5,3.0,3.0
2025-W24,2025-06-09,12,6,1,3,2.0,2.0
2025-W25,2025-06-16,24,7,2,6,3.0,3.4285714285714284
2025-W26,2025-06-23,24,6,2,7,4.0,4.0
2025-W27,2025-06-30,12,4,1,6,2.5,3.0
2025-W28,2025-07-07,12,5,1,4,2.0,2.4
2025-W29,2025-07-14,23,6,3,4,4.0,3.8333333333333335
2025-W30,2025-07-21,15,6,1,4,2.5,2.5
2025-W31,2025-07-28,15,6,1,5,2.5,2.5
2025-W32,2025-08-04,20,7,1,6,3.0,2.857142857142857
2025-W33,2025-08-11,30,7,1,7,4.0,4.285714285714286
2025-W34,2025-08-18,23,6,3,5,4.0,3.8333333333333335
2025-W35,2025-08-25,19,6,1,5,3.5,3.1666666666666665
2025-W36,2025-09-01,26,6,2,7,4.0,4.333333333333333
2025-W37,2025-09-08,18,6,1,6,2.5,3.0
2025-W38,2025-09-15,22,7,1,6,3.0,3.142857142857143
2025-W39,2025-09-22,14,7,2,2,2.0,2.0
2025-W40,2025-09-29,17,7,1,4,3.0,2.4285714285714284
2025-W41,2025-10-06,18,7,1,4,2.0,2.5714285714285716
2025-W42,2025-10-13,20,7,1,9,2.0,2.857142857142857
2025-W43,2025-10-20,12,5,1,4,3.0,2.4
2025-W44,2025-10-27,15,5,1,6,2.0,3.0
2025-W45,2025-11-03,16,7,1,3,2.0,2.2857142857142856
2025-W46,2025-11-10,16,7,1,4,2.0,2.2857142857142856
2025-W47,2025-11-17,13,7,1,3,2.0,1.8571428571428572
2025-W48,2025-11-24,18,6,2,6,2.5,3.0
2025-W49,2025-12-01,7,4,1,3,1.5,1.75
2025-W50,2025-12-08,25,7,1,7,3.0,3.5714285714285716
2025-W51,2025-12-15,30,7,2,8,4.0,4.285714285714286
2025-W52,2025-12-22,18,7,1,5,3.0,2.5714285714285716
2026-W01,2025-12-29,24,7,2,7,3.0,3.4285714285714284
2026-W02,2026-01-05,42,7,4,8,6.0,6.0
2026-W03,2026-01-12,34,7,2,8,5.0,4.857142857142857
2026-W04,2026-01-19,24,7,1,5,4.0,3.4285714285714284
2026-W05,2026-01-26,24,7,1,6,3.0,3.4285714285714284
2026-W06,2026-02-02,19,6,1,6,3.0,3.1666666666666665
2026-W07,2026-02-09,12,6,1,3,2.0,2.0
2026-W08,2026-02-16,11,6,1,3,1.5,1.8333333333333333
2026-W09,2026-02-23,12,6,1,5,1.5,2.0
2026-W10,2026-03-02,12,6,1,3,2.0,2.0
2026-W11,2026-03-09,15,7,1,4,1.0,2.142857142857143
2026-W12,2026-03-16,13,6,1,3,2.0,2.1666666666666665
2026-W13,2026-03-23,2,1,2,2,2.0,2.0
