chunk_idx,timestamp,true_0_pred_0,true_0_pred_1,true_1_pred_0,true_1_pred_1,accuracy,f1_macro
197,,13,1,18,16,0.6041666666666666,0.6026143790849673
198,,17,0,12,19,0.75,0.7495652173913043
199,,12,0,14,22,0.7083333333333334,0.6950998185117967
200,,33,0,6,9,0.875,0.8333333333333333
201,,17,0,19,12,0.6041666666666666,0.5998244844229925
202,,12,0,20,16,0.5833333333333334,0.5804195804195804
203,,17,0,17,14,0.6458333333333334,0.6444444444444444
204,,16,0,19,13,0.6041666666666666,0.6026143790849673
205,,15,0,10,23,0.7916666666666666,0.7857142857142857
206,,12,0,14,22,0.7083333333333334,0.6950998185117967
207,,11,1,20,16,0.5625,0.5577007459412022
208,,14,0,19,15,0.6041666666666666,0.6039947894051237
209,,17,0,10,21,0.7916666666666666,0.7902097902097902
210,,13,0,12,23,0.75,0.7386569872958257
211,,19,1,14,14,0.6875,0.6840719613865731
212,,16,0,9,23,0.8125,0.8084257206208425
213,,12,0,11,25,0.7708333333333334,0.7526932084309134
214,,12,1,14,21,0.6875,0.6761133603238867
215,,15,0,17,16,0.6458333333333334,0.6456795484151108
216,,12,0,12,24,0.75,0.7333333333333334
217,,13,0,12,23,0.75,0.7386569872958257
218,,17,1,11,19,0.75,0.7495652173913043
219,,15,0,10,23,0.7916666666666666,0.7857142857142857
220,,17,0,9,22,0.8125,0.8104431768319438
221,,13,1,13,21,0.7083333333333334,0.7
222,,13,0,13,22,0.7291666666666666,0.7192982456140351
223,,12,0,11,25,0.7708333333333334,0.7526932084309134
224,,11,1,11,25,0.75,0.7267552182163188
225,,12,1,10,25,0.7708333333333334,0.7526932084309134
226,,17,0,12,19,0.75,0.7495652173913043
227,,12,0,10,26,0.7916666666666666,0.7722960151802657
228,,12,2,14,20,0.6666666666666666,0.6571428571428571
229,,15,0,13,20,0.7291666666666666,0.7261956998683634
230,,12,0,8,28,0.8333333333333334,0.8125
231,,11,1,10,26,0.7708333333333334,0.746031746031746
232,,11,1,11,25,0.75,0.7267552182163188
233,,12,0,10,26,0.7916666666666666,0.7722960151802657
234,,12,0,8,28,0.8333333333333334,0.8125
235,,13,2,7,26,0.8125,0.7976580796252928
236,,12,0,9,27,0.8125,0.7922077922077921
237,,12,0,12,24,0.75,0.7333333333333334
238,,11,1,9,27,0.7916666666666666,0.765625
239,,12,1,12,23,0.7291666666666666,0.7141548327989007
240,,14,0,8,26,0.8333333333333334,0.8222222222222222
241,,12,0,9,27,0.8125,0.7922077922077921
