chunk_idx,timestamp,true_-1_pred_-1,true_-1_pred_0,true_-1_pred_1,true_0_pred_-1,true_0_pred_0,true_0_pred_1,true_1_pred_-1,true_1_pred_0,true_1_pred_1,accuracy,f1_macro
0,2024-01,0,3,0,0,3,0,0,24,2,0.15625,0.1082251082251082
1,2024-02,0,2,0,0,2,0,0,22,4,0.2,0.1365079365079365
2,2024-03,0,4,0,0,4,1,0,29,1,0.1282051282051282,0.0843253968253968
3,2024-04,0,0,0,0,3,0,0,16,1,0.2,0.1919191919191919
4,2024-05,0,2,0,0,2,0,0,28,0,0.0625,0.0392156862745098
5,2024-06,0,3,0,0,2,0,0,15,1,0.1428571428571428,0.0998217468805704
6,2024-07,0,2,0,0,0,0,1,32,0,0.0,0.0
7,2024-08,0,1,0,0,3,0,0,25,0,0.1034482758620689,0.0625
8,2024-09,0,0,0,0,2,0,0,12,0,0.1428571428571428,0.125
9,2024-10,0,1,0,0,6,0,1,22,2,0.25,0.163668430335097
10,2024-11,0,0,0,0,3,0,0,18,5,0.3076923076923077,0.3035714285714286
11,2024-12,0,0,0,0,2,0,0,15,3,0.25,0.2481203007518796
12,2025-01,0,1,0,1,5,0,0,32,2,0.1707317073170731,0.1127946127946127
13,2025-02,0,7,0,0,3,0,0,36,3,0.1224489795918367,0.0884353741496598
14,2025-03,0,1,0,0,4,0,0,41,0,0.0869565217391304,0.0533333333333333
15,2025-04,0,1,0,0,4,0,0,48,2,0.109090909090909,0.0724246513720198
16,2025-05,0,2,0,0,3,0,1,88,0,0.0319148936170212,0.0208333333333333
17,2025-06,1,4,0,0,3,0,0,73,2,0.072289156626506,0.1525235139692971
18,2025-07,0,1,0,0,4,0,0,69,1,0.0666666666666666,0.0435777055495365
19,2025-08,0,2,0,0,4,0,0,105,5,0.0775862068965517,0.0521739130434782
20,2025-09,0,1,0,0,4,0,0,94,2,0.0594059405940594,0.0394954098144111
21,2025-10,0,4,0,0,10,0,0,61,3,0.1666666666666666,0.1082821188176763
22,2025-11,1,1,0,0,5,0,0,63,3,0.1232876712328767,0.296252774513644
23,2025-12,0,2,0,1,3,0,0,36,1,0.0930232558139534,0.0619883040935672
24,2026-01,0,0,0,0,3,0,0,28,2,0.1515151515151515,0.150735294117647
25,2026-02,0,4,0,0,2,1,0,24,7,0.2368421052631578,0.16006216006216
26,2026-03,0,1,1,0,1,0,0,18,6,0.2592592592592592,0.1607782898105478
