chunk_idx,timestamp,true_-1_pred_-1,true_-1_pred_0,true_-1_pred_1,true_0_pred_-1,true_0_pred_0,true_0_pred_1,true_1_pred_-1,true_1_pred_0,true_1_pred_1,accuracy,f1_macro
0,2024-01,0,3,0,0,8,1,0,101,7,0.125,0.0843070200436971
1,2024-02,1,3,0,0,10,1,1,69,17,0.2745098039215686,0.2907322068612391
2,2024-03,0,1,0,1,3,0,0,78,12,0.1578947368421052,0.1016871865025079
3,2024-04,1,5,0,0,7,1,0,60,6,0.175,0.2083659491193737
4,2024-05,0,2,0,1,5,0,2,77,6,0.1182795698924731,0.0809930809930809
5,2024-06,0,1,0,0,1,0,0,77,4,0.0602409638554216,0.0397058823529411
6,2024-07,2,1,0,0,11,0,0,106,8,0.1640625,0.3672300588808404
7,2024-08,0,1,0,0,15,0,1,85,7,0.2018348623853211,0.1328735632183908
8,2024-09,0,1,0,0,4,0,3,56,6,0.1428571428571428,0.0973636691946551
9,2024-10,0,4,0,0,7,0,1,72,8,0.1630434782608695,0.1117769454848106
10,2024-11,0,6,0,0,7,0,0,68,3,0.119047619047619,0.08005733005733
11,2024-12,1,3,0,0,8,0,0,67,5,0.1666666666666666,0.2386388804993456
12,2025-01,0,6,0,0,11,0,0,102,8,0.1496062992125984,0.1016079965232507
13,2025-02,0,3,0,0,3,0,0,58,8,0.1527777777777778,0.1019228183407287
14,2025-03,0,0,0,1,10,0,0,56,8,0.24,0.1606541606541606
15,2025-04,0,2,0,1,3,0,1,64,8,0.1392405063291139,0.0932408816731495
16,2025-05,1,2,0,1,7,0,1,63,1,0.1184210526315789,0.1795454545454545
17,2025-06,0,4,0,0,7,0,0,109,6,0.1031746031746031,0.0698032580638164
18,2025-07,0,4,0,0,6,0,1,90,8,0.128440366972477,0.0875800858167283
19,2025-08,0,3,0,0,3,1,1,235,7,0.04,0.026755562782882
20,2025-09,0,4,0,0,9,0,0,62,3,0.1538461538461538,0.1008403361344537
21,2025-10,0,3,0,0,3,0,0,57,3,0.0909090909090909,0.062049062049062
22,2025-11,1,2,0,1,7,0,0,60,3,0.1486486486486486,0.2242424242424242
23,2025-12,0,1,0,0,6,1,0,45,9,0.2419354838709677,0.1615466101694915
24,2026-01,0,4,0,0,5,0,0,75,7,0.1318681318681318,0.0898876404494382
25,2026-02,0,4,0,1,9,0,1,39,3,0.2105263157894736,0.1402524544179523
26,2026-03,1,1,0,0,2,1,0,37,5,0.1702127659574468,0.3226744186046512
