chunk_idx,timestamp,true_-1_pred_-1,true_-1_pred_0,true_-1_pred_1,true_0_pred_-1,true_0_pred_0,true_0_pred_1,true_1_pred_-1,true_1_pred_0,true_1_pred_1,accuracy,f1_macro
0,2024-01,0,13,0,0,12,0,1,67,3,0.15625,0.1039501039501039
1,2024-02,0,6,0,0,6,0,1,44,3,0.15,0.1037318153067678
2,2024-03,0,3,0,0,6,0,0,54,1,0.109375,0.0698757763975155
3,2024-04,1,6,0,0,5,0,0,66,6,0.1428571428571428,0.1752657911194496
4,2024-05,0,3,0,0,4,0,0,73,2,0.073170731707317,0.049062049062049
5,2024-06,0,2,0,0,5,1,0,118,6,0.0833333333333333,0.0559796437659033
6,2024-07,0,4,1,1,11,1,0,147,5,0.0941176470588235,0.062869122491764
7,2024-08,0,4,0,0,11,0,1,89,7,0.1607142857142857,0.1086399108138238
8,2024-09,0,0,0,0,4,0,0,67,3,0.0945945945945946,0.0944292237442922
9,2024-10,0,1,0,0,10,0,1,120,5,0.1094890510948905,0.0727266164979337
10,2024-11,0,3,0,0,4,0,0,76,0,0.0481927710843373,0.0306513409961685
11,2024-12,1,3,0,0,6,0,0,65,6,0.1604938271604938,0.2352813852813853
12,2025-01,1,4,0,1,8,0,0,66,5,0.1647058823529411,0.2004004263532394
13,2025-02,0,4,0,1,4,0,1,69,2,0.074074074074074,0.05053834322127
14,2025-03,0,9,0,2,9,0,1,69,10,0.19,0.1352985638699924
15,2025-04,0,3,0,0,3,0,0,84,7,0.1030927835051546,0.0691244239631336
16,2025-05,3,3,0,0,4,1,1,60,9,0.1975308641975308,0.312037037037037
17,2025-06,1,7,0,2,6,0,0,56,3,0.1333333333333333,0.1448121770702416
18,2025-07,0,5,0,0,7,1,1,97,8,0.1260504201680672,0.0862628514802427
19,2025-08,0,1,0,0,9,0,0,83,8,0.1683168316831683,0.1126955832838185
20,2025-09,2,5,0,0,7,0,1,103,4,0.1065573770491803,0.1953942232630757
21,2025-10,0,5,0,0,4,0,0,81,5,0.0947368421052631,0.0649988309562777
22,2025-11,0,2,0,1,9,0,0,82,4,0.1326530612244898,0.0878820568140956
23,2025-12,1,2,0,0,6,0,0,133,4,0.0753424657534246,0.2127900805712355
24,2026-01,0,1,0,0,7,0,0,97,4,0.1009174311926605,0.067063492063492
25,2026-02,0,7,0,0,7,0,1,112,10,0.1240875912408759,0.0852130325814536
26,2026-03,0,2,0,0,6,0,0,174,7,0.0687830687830687,0.0460992907801418
