chunk_idx,timestamp,true_-1_pred_-1,true_-1_pred_0,true_-1_pred_1,true_0_pred_-1,true_0_pred_0,true_0_pred_1,true_1_pred_-1,true_1_pred_0,true_1_pred_1,accuracy,f1_macro
0,2024-01,0,11,0,0,15,0,0,82,1,0.146788990825688,0.089237320944638
1,2024-02,0,7,0,1,11,1,0,87,4,0.1351351351351351,0.089924670433145
2,2024-03,0,1,0,0,5,0,0,53,1,0.1,0.0642045454545454
3,2024-04,0,8,0,0,7,0,0,82,2,0.0909090909090909,0.0603756708407871
4,2024-05,0,1,0,0,4,0,0,65,0,0.0571428571428571,0.036036036036036
5,2024-06,0,5,0,0,6,1,1,52,0,0.0923076923076923,0.0571428571428571
6,2024-07,0,4,0,0,3,0,0,50,1,0.0689655172413793,0.0461538461538461
7,2024-08,0,1,0,0,5,0,0,49,2,0.1228070175438596,0.080712788259958
8,2024-09,1,1,0,0,10,0,0,45,0,0.1929824561403508,0.3232323232323232
9,2024-10,0,5,0,0,4,0,0,106,1,0.043103448275862,0.028581803091607
10,2024-11,0,5,0,0,6,0,0,140,4,0.064516129032258,0.0434957250243874
11,2024-12,1,13,0,0,7,0,0,154,3,0.0617977528089887,0.0827271332105586
12,2025-01,0,19,0,0,18,0,0,167,2,0.0970873786407767,0.0618513250092197
13,2025-02,0,11,0,1,13,1,1,136,1,0.0853658536585365,0.0542857142857142
14,2025-03,0,10,0,0,20,0,0,171,4,0.1170731707317073,0.0752294041810966
15,2025-04,1,7,0,0,16,0,0,119,1,0.125,0.147094264470559
16,2025-05,0,15,0,0,13,0,0,135,2,0.0909090909090909,0.0588347503815129
17,2025-06,0,9,0,0,10,0,0,151,0,0.0588235294117647,0.037037037037037
18,2025-07,0,8,0,0,12,0,0,140,0,0.075,0.0465116279069767
19,2025-08,0,5,0,0,8,0,1,138,0,0.0526315789473684,0.0335429769392033
20,2025-09,1,7,0,0,2,0,0,139,2,0.0331125827814569,0.0922869722869722
21,2025-10,0,5,0,0,13,0,0,159,3,0.0888888888888888,0.0577352472089314
22,2025-11,0,4,0,0,7,0,1,138,4,0.0714285714285714,0.0480551194836909
23,2025-12,0,13,0,1,6,0,0,157,4,0.0552486187845303,0.0380195396588839
24,2026-01,1,8,0,0,13,0,0,179,3,0.0833333333333333,0.1181660533773209
25,2026-02,0,9,0,0,9,0,0,101,3,0.0983606557377049,0.0655665887850467
26,2026-03,1,7,0,0,5,0,0,67,4,0.119047619047619,0.1493121693121693
