chunk_idx,timestamp,true_-1_pred_-1,true_-1_pred_0,true_-1_pred_1,true_0_pred_-1,true_0_pred_0,true_0_pred_1,true_1_pred_-1,true_1_pred_0,true_1_pred_1,accuracy,f1_macro
300,2020-12-07,8,2,0,0,3,0,8,21,0,0.2619047619047619,0.27409372236958446
301,2020-12-08,8,6,0,1,6,0,0,33,2,0.2857142857142857,0.34484317093012745
302,2020-12-09,4,6,0,2,1,1,2,21,2,0.1794871794871795,0.21660052910052907
303,2020-12-10,7,2,0,2,10,0,6,37,5,0.3188405797101449,0.36662714369178956
304,2020-12-11,9,3,0,0,2,0,8,24,4,0.3,0.3165739710789766
305,2020-12-12,15,11,0,4,3,1,4,19,5,0.3709677419354839,0.35090133614421376
306,2020-12-13,9,2,0,0,5,1,1,22,0,0.35,0.38095238095238093
307,2020-12-14,15,3,0,3,3,0,7,10,1,0.4523809523809524,0.35855494974222024
308,2020-12-15,7,3,1,3,5,2,3,7,1,0.40625,0.37222222222222223
309,2020-12-16,10,1,0,1,3,0,0,5,1,0.6666666666666666,0.5521145521145522
310,2020-12-17,13,1,0,4,7,1,6,13,1,0.45652173913043476,0.40595140595140594
311,2020-12-18,2,3,0,11,9,0,3,5,10,0.4883720930232558,0.46374946374946374
312,2020-12-19,12,3,0,1,14,0,2,12,1,0.6,0.5204545454545455
313,2020-12-20,16,4,0,3,10,2,1,9,0,0.5777777777777777,0.4421052631578948
314,2020-12-21,6,3,0,2,6,0,0,2,0,0.631578947368421,0.4458204334365325
315,2020-12-22,8,1,1,2,9,0,0,6,0,0.6296296296296297,0.48888888888888893
316,2020-12-23,5,3,0,4,7,0,0,9,1,0.4482758620689655,0.4122400475341652
317,2020-12-24,3,1,0,3,4,0,0,1,1,0.6153846153846154,0.6273504273504273
318,2020-12-25,13,0,0,2,9,0,0,6,0,0.7333333333333333,0.5402930402930403
319,2020-12-26,4,1,0,3,3,1,2,4,0,0.3888888888888889,0.3238095238095238
320,2020-12-27,5,3,0,8,14,1,1,11,2,0.4666666666666667,0.4129530600118836
321,2020-12-28,0,0,0,9,13,1,0,6,0,0.4482758620689655,0.20634920634920637
322,2020-12-29,5,1,0,6,12,1,0,2,0,0.6296296296296297,0.43137254901960786
323,2020-12-30,2,1,0,5,37,1,1,2,2,0.803921568627451,0.5850675428988682
324,2020-12-31,6,3,0,8,18,6,3,4,2,0.52,0.44280384218464713
325,2021-01-01,6,4,0,5,14,4,2,11,9,0.5272727272727272,0.5248287943940118
326,2021-01-02,3,1,0,6,4,1,1,9,1,0.3076923076923077,0.3008058608058608
327,2021-01-03,8,2,0,4,5,0,0,9,0,0.4642857142857143,0.3757575757575758
328,2021-01-04,2,0,0,5,5,0,2,8,0,0.3181818181818182,0.2661396574440053
329,2021-01-05,7,2,0,5,5,1,2,2,1,0.52,0.46480331262939956
330,2021-01-06,2,0,1,2,2,0,0,3,2,0.5,0.5052910052910052
331,2021-01-07,4,1,0,0,1,1,0,8,1,0.375,0.41245791245791247
332,2021-01-08,3,3,0,3,4,0,1,4,2,0.45,0.4501424501424502
333,2021-01-09,1,3,0,1,6,0,1,8,6,0.5,0.4523809523809524
334,2021-01-10,14,1,0,1,7,0,0,10,0,0.6363636363636364,0.49059829059829063
