,0,1,2
0,0.5678447459766488,0.27469233196591986,0.15746292205743137
1,0.5140445126630852,0.30560245587106677,0.18035303146584805
2,0.4946528332003192,0.3577015163607342,0.1476456504389465
3,0.47074468085106386,0.3680555555555556,0.16119976359338062
4,0.4504449217551396,0.4205277692543725,0.12902730899048787
5,0.42852584556477347,0.4771857051691129,0.09428844926611359
6,0.3737342743172753,0.49723841669223695,0.1290273089904879
7,0.42852584556477347,0.4771857051691129,0.09428844926611359
8,0.39242851389448247,0.5221103503826017,0.08546113572291582
9,0.4005295976766038,0.510976338942513,0.08849406338088324
10,0.3512788259958072,0.5435639412997904,0.10515723270440254
11,0.29690140845070423,0.5619315895372234,0.14116700201207244
12,0.32701014832162373,0.5060109289617487,0.16697892271662765
13,0.33483290488431877,0.4767209368751785,0.18844615824050276
14,0.31020438388625593,0.5313981042654028,0.15839751184834122
15,0.3513938848920864,0.5002997601918465,0.14830635491606717
16,0.4040018685767674,0.4808470881345376,0.11515104328869512
17,0.45265754296626354,0.45162316995544244,0.0957192870782941
